ObjectType,x,y,z
BorderObj,-81.34468,0,11.54696
BorderObj,-79.34468,0,210.7679
BorderObj,-79.34468,0,11.54696
BorderObj,-77.34468,0,210.7679
BorderObj,-77.34468,0,11.54696
BorderObj,-75.34468,0,210.7679
BorderObj,-75.34468,0,11.54696
BorderObj,-73.34468,0,210.7679
BorderObj,-73.34468,0,11.54696
BorderObj,-71.34468,0,210.7679
BorderObj,-71.34468,0,11.54696
BorderObj,-69.34468,0,210.7679
BorderObj,-69.34468,0,11.54696
BorderObj,-67.34468,0,210.7679
BorderObj,-67.34468,0,11.54696
BorderObj,-65.34468,0,210.7679
BorderObj,-65.34468,0,11.54696
BorderObj,-63.34468,0,210.7679
BorderObj,-63.34468,0,11.54696
BorderObj,-61.34468,0,210.7679
BorderObj,-61.34468,0,11.54696
BorderObj,-59.34468,0,210.7679
BorderObj,-59.34468,0,11.54696
BorderObj,-57.34468,0,210.7679
BorderObj,-57.34468,0,11.54696
BorderObj,-55.34468,0,210.7679
BorderObj,-55.34468,0,11.54696
BorderObj,-53.34468,0,210.7679
BorderObj,-53.34468,0,11.54696
BorderObj,-51.34468,0,210.7679
BorderObj,-51.34468,0,11.54696
BorderObj,-49.34468,0,210.7679
BorderObj,-49.34468,0,11.54696
BorderObj,-47.34468,0,210.7679
BorderObj,-47.34468,0,11.54696
BorderObj,-45.34468,0,210.7679
BorderObj,-45.34468,0,11.54696
BorderObj,-43.34468,0,210.7679
BorderObj,-43.34468,0,11.54696
BorderObj,-41.34468,0,210.7679
BorderObj,-41.34468,0,11.54696
BorderObj,-39.34468,0,210.7679
BorderObj,-39.34468,0,11.54696
BorderObj,-37.34468,0,210.7679
BorderObj,-37.34468,0,11.54696
BorderObj,-35.34468,0,210.7679
BorderObj,-35.34468,0,11.54696
BorderObj,-33.34468,0,210.7679
BorderObj,-33.34468,0,11.54696
BorderObj,-31.34468,0,210.7679
BorderObj,-31.34468,0,11.54696
BorderObj,-29.34468,0,210.7679
BorderObj,-29.34468,0,11.54696
BorderObj,-27.34468,0,210.7679
BorderObj,-27.34468,0,11.54696
BorderObj,-25.34468,0,210.7679
BorderObj,-25.34468,0,11.54696
BorderObj,-23.34468,0,210.7679
BorderObj,-23.34468,0,11.54696
BorderObj,-21.34468,0,210.7679
BorderObj,-21.34468,0,11.54696
BorderObj,-19.34468,0,210.7679
BorderObj,-19.34468,0,11.54696
BorderObj,-17.34468,0,210.7679
BorderObj,-17.34468,0,11.54696
BorderObj,-15.34468,0,210.7679
BorderObj,-15.34468,0,11.54696
BorderObj,-13.34468,0,210.7679
BorderObj,-13.34468,0,11.54696
BorderObj,-11.34468,0,210.7679
BorderObj,-11.34468,0,11.54696
BorderObj,-9.344681,0,210.7679
BorderObj,-9.344681,0,11.54696
BorderObj,-7.344681,0,210.7679
BorderObj,-7.344681,0,11.54696
BorderObj,-5.344681,0,210.7679
BorderObj,-5.344681,0,11.54696
BorderObj,-3.344681,0,210.7679
BorderObj,-3.344681,0,11.54696
BorderObj,-1.344681,0,210.7679
BorderObj,-1.344681,0,11.54696
BorderObj,0.6553192,0,210.7679
BorderObj,0.6553192,0,11.54696
BorderObj,2.655319,0,210.7679
BorderObj,2.655319,0,11.54696
BorderObj,4.655319,0,210.7679
BorderObj,4.655319,0,11.54696
BorderObj,6.655319,0,210.7679
BorderObj,6.655319,0,11.54696
BorderObj,8.655319,0,210.7679
BorderObj,8.655319,0,11.54696
BorderObj,10.65532,0,210.7679
BorderObj,10.65532,0,11.54696
BorderObj,12.65532,0,210.7679
BorderObj,12.65532,0,11.54696
BorderObj,14.65532,0,210.7679
BorderObj,14.65532,0,11.54696
BorderObj,16.65532,0,210.7679
BorderObj,16.65532,0,11.54696
BorderObj,18.65532,0,210.7679
BorderObj,18.65532,0,11.54696
BorderObj,20.65532,0,210.7679
BorderObj,20.65532,0,11.54696
BorderObj,22.65532,0,210.7679
BorderObj,22.65532,0,11.54696
BorderObj,24.65532,0,210.7679
BorderObj,24.65532,0,11.54696
BorderObj,26.65532,0,210.7679
BorderObj,26.65532,0,11.54696
BorderObj,28.65532,0,210.7679
BorderObj,28.65532,0,11.54696
BorderObj,30.65532,0,210.7679
BorderObj,30.65532,0,11.54696
BorderObj,32.65532,0,210.7679
BorderObj,32.65532,0,11.54696
BorderObj,34.65532,0,210.7679
BorderObj,34.65532,0,11.54696
BorderObj,36.65532,0,210.7679
BorderObj,36.65532,0,11.54696
BorderObj,38.65532,0,210.7679
BorderObj,38.65532,0,11.54696
BorderObj,40.65532,0,210.7679
BorderObj,40.65532,0,11.54696
BorderObj,42.65532,0,210.7679
BorderObj,42.65532,0,11.54696
BorderObj,44.65532,0,210.7679
BorderObj,44.65532,0,11.54696
BorderObj,-153.3447,0,13.54696
BorderObj,46.60865,0,13.54696
BorderObj,-153.3447,0,15.54696
BorderObj,46.60865,0,15.54696
BorderObj,-153.3447,0,17.54696
BorderObj,46.60865,0,17.54696
BorderObj,-153.3447,0,19.54696
BorderObj,46.60865,0,19.54696
BorderObj,-153.3447,0,21.54696
BorderObj,46.60865,0,21.54696
BorderObj,-153.3447,0,23.54696
BorderObj,46.60865,0,23.54696
BorderObj,-153.3447,0,25.54696
BorderObj,46.60865,0,25.54696
BorderObj,-153.3447,0,27.54696
BorderObj,46.60865,0,27.54696
BorderObj,-153.3447,0,29.54696
BorderObj,46.60865,0,29.54696
BorderObj,-153.3447,0,31.54696
BorderObj,46.60865,0,31.54696
BorderObj,-153.3447,0,33.54696
BorderObj,46.60865,0,33.54696
BorderObj,-153.3447,0,35.54696
BorderObj,46.60865,0,35.54696
BorderObj,-153.3447,0,37.54696
BorderObj,46.60865,0,37.54696
BorderObj,-153.3447,0,39.54696
BorderObj,46.60865,0,39.54696
BorderObj,-153.3447,0,41.54696
BorderObj,46.60865,0,41.54696
BorderObj,-153.3447,0,43.54696
BorderObj,46.60865,0,43.54696
BorderObj,-153.3447,0,45.54696
BorderObj,46.60865,0,45.54696
BorderObj,-153.3447,0,47.54696
BorderObj,46.60865,0,47.54696
BorderObj,-153.3447,0,49.54696
BorderObj,46.60865,0,49.54696
BorderObj,-153.3447,0,51.54696
BorderObj,46.60865,0,51.54696
BorderObj,-153.3447,0,53.54696
BorderObj,46.60865,0,53.54696
BorderObj,-153.3447,0,55.54696
BorderObj,46.60865,0,55.54696
BorderObj,-153.3447,0,57.54696
BorderObj,46.60865,0,57.54696
BorderObj,-153.3447,0,59.54696
BorderObj,46.60865,0,59.54696
BorderObj,-153.3447,0,61.54696
BorderObj,46.60865,0,61.54696
BorderObj,-153.3447,0,63.54696
BorderObj,46.60865,0,63.54696
BorderObj,-153.3447,0,65.54696
BorderObj,46.60865,0,65.54696
BorderObj,-153.3447,0,67.54696
BorderObj,46.60865,0,67.54696
BorderObj,-153.3447,0,69.54696
BorderObj,46.60865,0,69.54696
BorderObj,-153.3447,0,71.54696
BorderObj,46.60865,0,71.54696
BorderObj,-153.3447,0,73.54696
BorderObj,46.60865,0,73.54696
BorderObj,-153.3447,0,75.54696
BorderObj,46.60865,0,75.54696
BorderObj,-153.3447,0,77.54696
BorderObj,46.60865,0,77.54696
BorderObj,-153.3447,0,79.54696
BorderObj,46.60865,0,79.54696
BorderObj,-153.3447,0,81.54696
BorderObj,46.60865,0,81.54696
BorderObj,-153.3447,0,83.54696
BorderObj,46.60865,0,83.54696
BorderObj,-153.3447,0,85.54696
BorderObj,46.60865,0,85.54696
BorderObj,-153.3447,0,87.54696
BorderObj,46.60865,0,87.54696
BorderObj,-153.3447,0,89.54696
BorderObj,46.60865,0,89.54696
BorderObj,-153.3447,0,91.54696
BorderObj,46.60865,0,91.54696
BorderObj,-153.3447,0,93.54696
BorderObj,46.60865,0,93.54696
BorderObj,-153.3447,0,95.54696
BorderObj,46.60865,0,95.54696
BorderObj,-153.3447,0,97.54696
BorderObj,46.60865,0,97.54696
BorderObj,-153.3447,0,99.54696
BorderObj,46.60865,0,99.54696
BorderObj,-153.3447,0,101.547
BorderObj,46.60865,0,101.547
BorderObj,-153.3447,0,103.547
BorderObj,46.60865,0,103.547
BorderObj,-153.3447,0,105.547
BorderObj,46.60865,0,105.547
BorderObj,-153.3447,0,107.547
BorderObj,46.60865,0,107.547
BorderObj,-153.3447,0,109.547
BorderObj,46.60865,0,109.547
BorderObj,-153.3447,0,111.547
BorderObj,46.60865,0,111.547
BorderObj,-153.3447,0,113.547
BorderObj,46.60865,0,113.547
BorderObj,-153.3447,0,115.547
BorderObj,46.60865,0,115.547
BorderObj,-153.3447,0,117.547
BorderObj,46.60865,0,117.547
BorderObj,-153.3447,0,119.547
BorderObj,46.60865,0,119.547
BorderObj,-153.3447,0,121.547
BorderObj,46.60865,0,121.547
BorderObj,-153.3447,0,123.547
BorderObj,46.60865,0,123.547
BorderObj,-153.3447,0,125.547
BorderObj,46.60865,0,125.547
BorderObj,-153.3447,0,127.547
BorderObj,46.60865,0,127.547
BorderObj,-153.3447,0,129.547
BorderObj,46.60865,0,129.547
BorderObj,-153.3447,0,131.547
BorderObj,46.60865,0,131.547
BorderObj,-153.3447,0,133.547
BorderObj,46.60865,0,133.547
BorderObj,-153.3447,0,135.547
BorderObj,46.60865,0,135.547
BorderObj,-153.3447,0,137.547
BorderObj,46.60865,0,137.547
BorderObj,-153.3447,0,139.547
BorderObj,46.60865,0,139.547
BorderObj,-153.3447,0,141.547
BorderObj,46.60865,0,141.547
BorderObj,-153.3447,0,143.547
BorderObj,46.60865,0,143.547
BorderObj,-153.3447,0,145.547
BorderObj,46.60865,0,145.547
BorderObj,-153.3447,0,147.547
BorderObj,46.60865,0,147.547
BorderObj,-153.3447,0,149.547
BorderObj,46.60865,0,149.547
BorderObj,-153.3447,0,151.547
BorderObj,46.60865,0,151.547
BorderObj,-153.3447,0,153.547
BorderObj,46.60865,0,153.547
BorderObj,-153.3447,0,155.547
BorderObj,46.60865,0,155.547
BorderObj,-153.3447,0,157.547
BorderObj,46.60865,0,157.547
BorderObj,-153.3447,0,159.547
BorderObj,46.60865,0,159.547
BorderObj,-153.3447,0,161.547
BorderObj,46.60865,0,161.547
BorderObj,-153.3447,0,163.547
BorderObj,46.60865,0,163.547
BorderObj,-153.3447,0,165.547
BorderObj,46.60865,0,165.547
BorderObj,-153.3447,0,167.547
BorderObj,46.60865,0,167.547
BorderObj,-153.3447,0,169.547
BorderObj,46.60865,0,169.547
BorderObj,-153.3447,0,171.547
BorderObj,46.60865,0,171.547
BorderObj,-153.3447,0,173.547
BorderObj,46.60865,0,173.547
BorderObj,-153.3447,0,175.547
BorderObj,46.60865,0,175.547
BorderObj,-153.3447,0,177.547
BorderObj,46.60865,0,177.547
BorderObj,-153.3447,0,179.547
BorderObj,46.60865,0,179.547
BorderObj,-153.3447,0,181.547
BorderObj,46.60865,0,181.547
BorderObj,-153.3447,0,183.547
BorderObj,46.60865,0,183.547
BorderObj,-153.3447,0,185.547
BorderObj,46.60865,0,185.547
BorderObj,-153.3447,0,187.547
BorderObj,46.60865,0,187.547
BorderObj,-153.3447,0,189.547
BorderObj,46.60865,0,189.547
BorderObj,-153.3447,0,191.547
BorderObj,46.60865,0,191.547
BorderObj,-153.3447,0,193.547
BorderObj,46.60865,0,193.547
BorderObj,-153.3447,0,195.547
BorderObj,46.60865,0,195.547
BorderObj,-153.3447,0,197.547
BorderObj,46.60865,0,197.547
BorderObj,-153.3447,0,199.547
BorderObj,46.60865,0,199.547
BorderObj,-153.3447,0,201.547
BorderObj,46.60865,0,201.547
BorderObj,-153.3447,0,203.547
BorderObj,46.60865,0,203.547
BorderObj,-153.3447,0,205.547
BorderObj,46.60865,0,205.547
BorderObj,-153.3447,0,207.547
BorderObj,46.60865,0,207.547
BorderObj,-153.3447,0,209.547
BorderObj,46.60865,0,209.547
Obstacle,14.725,0,105.7857
Obstacle,36.00038,0,49.74572
Obstacle,-76.86444,0,182.1073
Obstacle,-39.02454,0,75.06142
Obstacle,-87.53624,0,49.5132
Obstacle,-151.2764,0,154.6528
Obstacle,44.1032,0,77.0872
Obstacle,-65.39458,0,71.08204
Obstacle,-152.1784,0,191.5113
Obstacle,-133.8955,0,66.77644
Obstacle,-119.4637,0,32.006
Obstacle,-96.09167,0,77.6067
Obstacle,-139.9806,0,90.83152
Obstacle,-30.89319,0,109.3873
Obstacle,-75.08966,0,108.1909
Obstacle,-13.92744,0,165.5262
Obstacle,1.842846,0,93.49108
Obstacle,-68.00237,0,107.4078
Obstacle,-151.3861,0,191.5706
Obstacle,-129.3291,0,29.20654
Obstacle,-139.0349,0,132.6345
Obstacle,39.44963,0,139.5577
Obstacle,2.479847,0,200.1418
Obstacle,-117.877,0,138.3748
Obstacle,-97.51885,0,134.8951
Obstacle,-77.14675,0,60.23926
Obstacle,-46.00695,0,21.01487
Obstacle,-67.10371,0,87.3062
Obstacle,-9.782642,0,188.3835
Obstacle,-14.28157,0,151.6363
Obstacle,-92.34744,0,163.4759
Obstacle,-92.82516,0,27.89467
Obstacle,-29.61204,0,94.26022
Obstacle,-150.3597,0,174.9432
Obstacle,-47.05689,0,110.1122
Obstacle,-43.92821,0,185.1153
Obstacle,-39.97889,0,148.494
Obstacle,-57.74325,0,157.6031
Obstacle,-91.77177,0,113.8507
Obstacle,-105.1961,0,61.52424
Obstacle,37.61972,0,66.97926
Obstacle,7.970249,0,119.6822
Obstacle,-17.40449,0,27.11147
Obstacle,-66.60356,0,74.83768
Obstacle,-20.08591,0,65.67972
Obstacle,-38.4927,0,73.84272
Obstacle,43.18066,0,138.8918
Obstacle,-70.92581,0,103.8482
Obstacle,40.84818,0,100.2184
Obstacle,-85.62621,0,68.1949
Obstacle,-130.7055,0,168.1217
Obstacle,-60.25596,0,84.71084
Obstacle,-73.53978,0,101.7698
Obstacle,-13.05603,0,104.2255
Obstacle,5.648857,0,125.8851
Obstacle,-86.13585,0,125.0922
Obstacle,-61.38046,0,68.52534
Obstacle,-150.9302,0,133.1261
Obstacle,-105.8404,0,185.5984
Obstacle,-80.8562,0,132.4664
Obstacle,-34.04654,0,156.6405
Obstacle,-141.5445,0,154.2612
Obstacle,-96.04634,0,69.55721
Obstacle,-47.90329,0,181.8254
Obstacle,7.663431,0,93.67927
Obstacle,21.50572,0,139.8047
Obstacle,-43.42157,0,163.2229
Obstacle,35.48713,0,40.39796
Obstacle,41.79558,0,149.0387
Obstacle,-60.16473,0,70.78045
Obstacle,16.34251,0,36.97333
Obstacle,-146.719,0,166.9436
Obstacle,-148.9441,0,149.4225
Obstacle,28.09857,0,172.1039
Obstacle,-91.25038,0,91.22172
Obstacle,-75.10136,0,21.88945
Obstacle,-142.4562,0,81.22768
Obstacle,39.33932,0,87.63033
Obstacle,-35.72655,0,110.3827
Obstacle,-111.4379,0,51.22664
Obstacle,-35.61852,0,171.6462
Obstacle,-41.2601,0,89.41616
Obstacle,-16.06555,0,178.0668
Obstacle,-75.8037,0,48.04292
Obstacle,-146.8856,0,40.63336
Obstacle,9.198608,0,68.21214
Obstacle,-80.23561,0,19.87661
Obstacle,-60.10841,0,133.1188
Obstacle,-10.56623,0,96.21172
Obstacle,-144.4514,0,173.072
Obstacle,-71.40495,0,119.3871
Obstacle,-34.32371,0,130.0833
Obstacle,-91.22187,0,91.54604
Obstacle,-89.17324,0,77.91618
Obstacle,-152.6016,0,37.87126
Obstacle,-139.9963,0,22.50217
Obstacle,-76.93557,0,16.11125
Obstacle,13.3937,0,167.3807
Obstacle,-112.2231,0,38.25797
Obstacle,-104.449,0,97.8764
Obstacle,36.86671,0,122.3191
Obstacle,-86.85037,0,118.5603
Obstacle,25.46395,0,77.34398
Obstacle,-54.63274,0,150.29
Obstacle,-21.10522,0,18.26543
Obstacle,4.790962,0,155.6234
Obstacle,-28.31653,0,189.3311
Obstacle,-55.94478,0,54.9735
Obstacle,25.94806,0,57.71976
Obstacle,-56.01696,0,51.58297
Obstacle,14.35721,0,70.65347
Obstacle,-59.19126,0,38.81924
Obstacle,28.64323,0,98.52225
Obstacle,-136.6153,0,28.14624
Obstacle,-35.2728,0,31.43046
Obstacle,-123.7552,0,132.2182
Obstacle,10.13449,0,146.7848
Obstacle,-146.1384,0,107.578
Obstacle,-64.76554,0,168.854
Obstacle,31.60013,0,156.2259
Obstacle,-65.35127,0,175.6843
Obstacle,15.66511,0,59.1218
Obstacle,-18.25158,0,197.889
Obstacle,-136.4735,0,49.49081
Obstacle,-136.0586,0,135.8791
Obstacle,-78.57622,0,67.4929
Obstacle,-62.66828,0,76.58225
Obstacle,-100.6581,0,85.94173
Obstacle,-84.30172,0,198.9374
Obstacle,-55.96578,0,32.25144
Obstacle,-70.02972,0,178.2307
Obstacle,31.05797,0,163.0295
Obstacle,-40.80587,0,95.15819
Obstacle,-74.26002,0,77.17164
Obstacle,-84.76653,0,198.8226
Obstacle,34.6763,0,36.36379
Obstacle,-116.41,0,133.3692
Obstacle,-11.52047,0,207.0585
Obstacle,-88.0214,0,159.0432
Obstacle,29.66533,0,119.4815
Obstacle,-152.3331,0,89.83685
Obstacle,-23.8558,0,138.2811
Obstacle,-59.83675,0,207.0745
Obstacle,-60.571,0,68.48485
Obstacle,30.98076,0,48.4496
Obstacle,-87.24095,0,170.508
Obstacle,-110.0174,0,142.3211
Obstacle,38.52898,0,81.85741
Obstacle,8.868713,0,67.82886
Obstacle,-132.5414,0,48.13823
Obstacle,44.1088,0,14.47936
Obstacle,-123.4277,0,15.85175
Obstacle,-96.33159,0,87.14735
Obstacle,-126.0647,0,75.9734
Obstacle,-75.32635,0,189.3344
Obstacle,-62.33627,0,16.93779
Obstacle,-139.8095,0,166.8497
Obstacle,-90.43454,0,17.17713
Obstacle,-81.41198,0,179.7067
Obstacle,-72.01189,0,149.3655
Obstacle,-126.1219,0,136.2084
Obstacle,-140.426,0,63.75693
Obstacle,-149.0135,0,93.10169
Obstacle,-111.6078,0,94.88961
Obstacle,-137.1686,0,30.6869
Obstacle,-22.98619,0,142.6009
Obstacle,-71.35168,0,148.4311
Obstacle,-104.7568,0,91.92567
Obstacle,-64.39305,0,90.4533
Obstacle,37.20251,0,179.8943
Obstacle,-7.967171,0,165.0325
Obstacle,-133.6679,0,112.7193
Obstacle,37.88931,0,187.7386
Obstacle,-139.7785,0,206.658
Obstacle,-27.35886,0,148.2206
Obstacle,-134.4603,0,72.79512
Obstacle,-122.5079,0,209.6623
Obstacle,-140.7262,0,155.5209
Obstacle,33.61623,0,147.6601
Obstacle,-62.25496,0,57.28731
Obstacle,13.58987,0,155.6681
Obstacle,33.19292,0,151.2404
Obstacle,-67.27769,0,32.90903
Obstacle,-83.2171,0,89.96177
Obstacle,-121.1632,0,204.2604
Obstacle,-33.55687,0,210.3496
Obstacle,-35.19285,0,21.67635
Obstacle,-143.3599,0,30.89791
Obstacle,-76.69051,0,47.60967
Obstacle,-59.39885,0,94.56161
Obstacle,23.85369,0,114.1133
Obstacle,-34.60312,0,160.3799
Obstacle,-118.3865,0,146.856
Obstacle,23.1697,0,143.2652
Obstacle,-55.23069,0,152.958
Obstacle,-27.13463,0,150.0638
Obstacle,20.10991,0,207.3626
Obstacle,-61.69843,0,115.341
Obstacle,46.57185,0,162.6358
Obstacle,5.661299,0,145.1706
Obstacle,3.236362,0,195.7906
Obstacle,39.54462,0,80.41776
Obstacle,24.50737,0,66.79889
Obstacle,7.45293,0,95.28392
Obstacle,-97.88386,0,206.3121
Obstacle,-103.3376,0,71.39232
Obstacle,-6.76268,0,38.66051
Obstacle,-84.96489,0,205.8443
Obstacle,3.908524,0,32.2669
Obstacle,38.99798,0,46.25173
Obstacle,-84.88771,0,121.7472
Obstacle,-112.4464,0,18.81842
Obstacle,-66.55648,0,54.18776
Obstacle,-76.08559,0,26.45401
Obstacle,-149.7645,0,60.06468
Obstacle,-55.01883,0,28.73381
Obstacle,10.17504,0,165.9965
Obstacle,-119.3373,0,21.32938
Obstacle,0.4600067,0,39.20868
Obstacle,-117.0498,0,88.72055
Obstacle,-19.98231,0,47.71101
Obstacle,-80.94173,0,60.97358
Obstacle,-118.5894,0,74.87245
Obstacle,-57.0606,0,208.0405
Obstacle,-80.75514,0,205.4023
Obstacle,-136.947,0,61.33487
Obstacle,-92.81049,0,29.42892
Obstacle,-89.72588,0,89.51535
Obstacle,-114.1887,0,61.99354
Obstacle,-27.97731,0,31.57975
Obstacle,15.03714,0,173.7889
Obstacle,-47.29943,0,16.74248
Obstacle,-34.18932,0,127.7059
Obstacle,-58.81589,0,54.26283
Obstacle,40.44008,0,39.14316
Obstacle,-133.5614,0,35.4714
Obstacle,-86.14736,0,47.60112
Obstacle,18.57898,0,93.7014
Obstacle,-151.5522,0,181.0855
Obstacle,-76.45319,0,210.1078
Obstacle,40.45288,0,48.72889
Obstacle,-103.1922,0,131.4605
Obstacle,23.36509,0,192.5229
Obstacle,27.15046,0,193.3153
Obstacle,-62.27539,0,53.88434
Obstacle,-124.7159,0,70.10754
Obstacle,-39.16122,0,57.16526
Obstacle,-90.00813,0,12.67739
Obstacle,-20.80974,0,61.12477
Obstacle,-21.52414,0,185.6926
Obstacle,-133.0993,0,99.80354
Obstacle,0.09526443,0,66.20269
Obstacle,-102.7161,0,112.3659
Obstacle,-9.72784,0,60.81862
Obstacle,-35.44573,0,197.4512
Obstacle,22.11099,0,68.85975
Obstacle,-65.64233,0,196.8099
Target,-52.41103,0.5,112.3154
Target,-47.41103,0,117.3154
Target,-42.41103,0,122.3154
Target,-37.41103,0,127.3154
Target,-32.41103,0,132.3154
Target,-27.41103,0,137.3154
Target,-22.41103,0,142.3154
Target,-17.41103,0,147.3154
Target,-12.41103,0,152.3154
